400191540, 0.12234815353497908000000000000000000000000000000000, 14.69580382065168100000000000000000000000000000000000, 3, 4 
400175089, 0.12242238004571826000000000000000000000000000000000, 14.66621479992310600000000000000000000000000000000000, 3, 4 
400186733, 0.12193366247922935000000000000000000000000000000000, 14.62234150216953500000000000000000000000000000000000, 3, 4 
400191540, 0.40832854671702024000000000000000000000000000000000, 48.98761626799386400000000000000000000000000000000000, 6, 4 
400175089, 0.40849392913902066000000000000000000000000000000000, 49.00217573040618600000000000000000000000000000000000, 6, 4 
400186733, 0.40804398749695436000000000000000000000000000000000, 48.94775272137146500000000000000000000000000000000000, 6, 4 
400191540, 0.57930718005958015000000000000000000000000000000000, 69.53096763818905400000000000000000000000000000000000, 9, 4 
400175089, 0.57908496324866743000000000000000000000000000000000, 69.47380105692580800000000000000000000000000000000000, 9, 4 
400186733, 0.57894771855905558000000000000000000000000000000000, 69.47727199656714000000000000000000000000000000000000, 9, 4 
400191540, 0.67727206186666278000000000000000000000000000000000, 81.26896629019722700000000000000000000000000000000000, 12, 4 
400175089, 0.67696505552901642000000000000000000000000000000000, 81.21926945671653200000000000000000000000000000000000, 12, 4 
400186733, 0.67698809469512800000000000000000000000000000000000, 81.26851449492051000000000000000000000000000000000000, 12, 4 
400191540, 0.73911293040853421000000000000000000000000000000000, 88.69248787098968000000000000000000000000000000000000, 15, 4 
400175089, 0.73895404503696960000000000000000000000000000000000, 88.67113284295561500000000000000000000000000000000000, 15, 4 
400186733, 0.73886302418844785000000000000000000000000000000000, 88.67299765595419100000000000000000000000000000000000, 15, 4 
400191540, 0.78129835626163080000000000000000000000000000000000, 93.75189834526712200000000000000000000000000000000000, 18, 4 
400175089, 0.78129401726883219000000000000000000000000000000000, 93.75533347280688200000000000000000000000000000000000, 18, 4 
400186733, 0.78137396498671174000000000000000000000000000000000, 93.77753340779814600000000000000000000000000000000000, 18, 4 
